Player,College,DraftYear,DraftRound,DraftPick,SeasonNum,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Cam Whitmore,Villanova,2023,1,20,3,19,SF,108,5,1860,14.266666666666666,0.539,0.421,0.18033333333333332,4.366666666666666,14.6,9.466666666666667,6.666666666666667,1.9666666666666668,1.2666666666666666,9.733333333333333,24.866666666666664,0.8,2.3,3.1,0.042666666666666665,-0.6,-1.1333333333333335,-1.7,0.9,
Cameron Bairstow,New Mexico,2014,2,49,2,24,PF,36,3,167,4.45,0.35,0.0625,0.27849999999999997,7.35,13.65,10.55,5.449999999999999,1.3,1.6,12.0,16.9,-0.2,0.1,-0.1,-0.026000000000000002,-6.85,-1.45,-8.25,-0.2,
Cameron Johnson,UNC,2019,1,11,3,23,PF,183,36,4422,13.299999999999999,0.5913333333333334,0.6699999999999999,0.15033333333333332,3.1999999999999997,13.1,8.233333333333334,7.8,1.4333333333333333,1.0666666666666667,6.966666666666666,16.733333333333334,6.1,4.8,10.9,0.11466666666666665,0.9333333333333332,0.03333333333333329,0.9333333333333335,3.5,6MOY-3
Cameron Payne,Murray State,2015,1,14,3,21,PG,113,15,1742,10.799999999999999,0.465,0.4226666666666667,0.06699999999999999,1.8,10.566666666666666,6.233333333333333,23.366666666666664,2.1,0.9333333333333332,13.366666666666667,20.166666666666668,0.09999999999999992,1.6,1.9,0.04033333333333333,-2.1999999999999997,-0.20000000000000004,-2.4,-0.09999999999999998,
Caris LeVert,Michigan,2016,1,20,3,22,SF,168,61,4164,13.799999999999999,0.53,0.3786666666666667,0.25133333333333335,2.8333333333333335,12.4,7.633333333333333,20.966666666666665,1.9666666666666668,0.7999999999999999,13.166666666666666,21.033333333333335,2.0,3.8,5.8,0.06833333333333334,-0.7999999999999999,0.26666666666666666,-0.5666666666666668,1.5,
Carrick Felix,Arizona State,2013,2,33,1,23,SG,7,0,38,13.3,0.603,0.357,0.286,2.9,15.1,8.9,18.2,0.0,0.0,20.2,23.2,0.0,0.0,0.0,0.057,-1.3,-2.2,-3.4,0.0,
Carsen Edwards,Purdue,2019,2,33,3,21,SG,72,1,706,7.533333333333334,0.44966666666666666,0.565,0.09933333333333333,1.9000000000000001,9.200000000000001,5.5,14.299999999999999,1.3666666666666665,0.46666666666666673,9.9,18.966666666666665,-0.3,0.6000000000000001,0.29999999999999993,-0.003333333333333336,-4.533333333333334,-1.6333333333333335,-6.133333333333333,-0.5,
Carter Bryant,Arizona,2025,1,14,1,20,PF,6,0,44,4.5,0.46,0.4,0.2,0.0,12.8,6.7,0.0,2.2,2.1,15.5,18.7,-0.1,0.1,0.0,-0.029,-7.0,-1.3,-8.4,-0.1,
Cason Wallace,Kentucky,2023,1,10,3,20,SG,159,65,3836,12.833333333333334,0.5916666666666667,0.514,0.09266666666666667,3.8333333333333335,9.033333333333333,6.5,11.366666666666667,3.1666666666666665,1.6666666666666667,10.566666666666668,12.966666666666667,4.0,6.1,10.2,0.13933333333333334,-1.1666666666666667,2.3333333333333335,1.1333333333333333,2.6999999999999997,
Cassius Stanley,Duke,2020,2,54,2,21,SG,33,1,248,6.75,0.4495,0.33599999999999997,0.213,6.35,12.100000000000001,9.149999999999999,2.65,1.05,1.45,6.35,18.8,-0.2,0.2,0.0,-0.0145,-6.050000000000001,-2.5,-8.5,-0.4,
Cassius Winston,Michigan State,2020,2,53,2,22,PG,29,0,137,8.4,0.562,0.53,0.273,0.0,6.25,3.1500000000000004,20.35,0.45,0.45,15.65,17.6,0.1,0.1,0.1,0.0405,-4.0,-2.3,-6.25,-0.1,
Cedric Coward,Washington State,2025,1,11,1,22,SG,10,0,265,20.4,0.701,0.424,0.37,5.6,18.2,11.8,16.7,1.8,1.0,9.3,18.4,0.8,0.3,1.1,0.2,3.6,0.8,4.5,0.4,
Chandler Hutchison,Boise State,2018,1,22,3,22,SF,97,25,1768,9.333333333333334,0.49899999999999994,0.2233333333333333,0.29033333333333333,3.0666666666666664,20.3,11.533333333333333,6.333333333333333,1.7666666666666668,1.0333333333333334,12.1,15.833333333333334,-0.5,1.7,1.2,0.027666666666666662,-3.9333333333333336,-0.06666666666666667,-4.033333333333333,-0.8,
Chandler Parsons,Florida,2011,2,38,3,23,SF,213,207,7345,14.833333333333334,0.5539999999999999,0.367,0.17700000000000002,3.966666666666667,13.200000000000001,8.700000000000001,14.866666666666667,1.7,0.9666666666666667,12.199999999999998,18.099999999999998,11.6,6.4,18.0,0.11399999999999999,1.2,0.3,1.5,6.699999999999999,ROY-9
Charles Bassey,Western Kentucky,2021,2,53,3,21,C,77,2,881,19.333333333333332,0.6856666666666666,0.05633333333333334,0.22633333333333336,14.133333333333333,26.900000000000002,20.433333333333334,11.266666666666666,1.6333333333333335,7.133333333333333,20.2,14.533333333333333,1.5,1.3,2.8,0.16666666666666666,-0.9333333333333332,2.1666666666666665,1.2333333333333334,0.7,
Charles Jenkins,Hofstra,2011,2,44,2,22,PG,110,29,1334,9.95,0.4535,0.043000000000000003,0.158,1.5,6.8,4.15,22.35,1.85,0.45,15.05,17.25,0.10000000000000003,0.4,0.5,0.0115,-3.65,-0.95,-4.550000000000001,-0.8,
Chaz Lanier,Tennessee,2025,2,37,1,24,SG,6,0,35,5.6,0.423,0.846,0.0,3.1,3.0,3.0,7.4,1.4,0.0,7.1,16.4,0.0,0.0,0.0,-0.001,-2.3,-1.5,-3.7,0.0,
Cheick Diallo,Kansas,2016,2,33,3,20,PF,133,1,1676,17.099999999999998,0.5910000000000001,0.005,0.29933333333333334,10.0,28.53333333333333,19.433333333333334,4.333333333333333,1.1333333333333333,2.9333333333333336,11.200000000000001,17.966666666666665,2.7,2.3,5.0,0.136,-1.4000000000000001,-0.5666666666666667,-1.9333333333333333,0.2,
Chet Holmgren,Gonzaga,2022,1,2,3,21,C,120,120,3478,19.833333333333332,0.6373333333333333,0.37733333333333335,0.39399999999999996,6.266666666666667,23.733333333333334,15.299999999999999,9.966666666666667,1.3,6.8,13.4,22.2,6.0,6.800000000000001,12.9,0.18400000000000002,1.2,1.7666666666666666,3.0,4.5,ROY-2
Chimezie Metu,USC,2018,2,49,3,21,PF,83,6,738,14.366666666666665,0.5226666666666667,0.09633333333333333,0.28099999999999997,8.700000000000001,20.133333333333336,14.366666666666665,11.700000000000001,1.5999999999999999,3.1,16.233333333333334,22.7,0.0,0.6,0.6,0.030666666666666665,-2.6,-0.9333333333333332,-3.533333333333333,-0.30000000000000004,
Chinanu Onuaku,Louisville,2016,2,37,2,20,C,6,1,74,4.550000000000001,0.5995,0.0,0.2855,4.7,16.0,10.35,7.1,1.4,0.8,34.4,13.25,0.0,0.1,0.0,-0.011999999999999997,-7.9,-0.15000000000000002,-8.1,-0.1,
Chris Duarte,Oregon,2021,1,13,3,24,SG,160,62,3157,9.766666666666667,0.515,0.513,0.18433333333333332,3.1,12.733333333333334,7.866666666666667,9.466666666666667,1.6666666666666667,0.8333333333333334,10.766666666666666,18.333333333333332,-0.3,1.7999999999999998,1.6,0.024333333333333335,-2.533333333333333,-0.8666666666666667,-3.4,-0.8999999999999999,
Chris Livingston,Kentucky,2023,2,58,2,20,SF,42,1,196,8.350000000000001,0.494,0.2615,0.38749999999999996,7.199999999999999,23.05,15.35,6.6,1.7,0.0,16.2,15.200000000000001,-0.1,0.30000000000000004,0.2,0.031,-6.0,-1.05,-7.05,-0.2,
Chris McCullough,Syracuse,2015,1,29,3,20,PF,59,4,532,14.4,0.49133333333333334,0.24033333333333332,0.2333333333333333,9.5,16.5,12.966666666666667,5.066666666666666,1.7,3.1666666666666665,7.766666666666666,20.333333333333332,0.1,0.6000000000000001,0.6,0.06533333333333334,-1.4000000000000001,-1.1666666666666667,-2.6,0.0,
Chris Singleton,Florida State,2011,1,18,3,22,SF,148,62,2605,8.3,0.45599999999999996,0.27999999999999997,0.268,5.8999999999999995,16.233333333333334,11.0,4.933333333333334,2.1666666666666665,1.5666666666666667,14.133333333333333,14.799999999999999,-1.1,3.3,2.2,0.03766666666666667,-4.333333333333333,0.6,-3.6999999999999997,-0.8999999999999999,
Christian Braun,Kansas,2022,1,21,3,21,SG,237,87,5511,12.799999999999999,0.5956666666666667,0.315,0.253,4.8,13.200000000000001,9.133333333333333,8.9,1.5,1.4333333333333333,9.066666666666666,14.833333333333334,8.4,5.1,13.3,0.10766666666666667,-1.1333333333333333,-0.19999999999999998,-1.3333333333333333,1.5,
Christian Koloko,Arizona,2022,2,33,3,22,C,97,19,1150,8.033333333333333,0.5705,0.07050000000000001,0.3025,7.666666666666667,16.7,12.366666666666667,3.8000000000000003,0.8333333333333334,3.766666666666667,12.25,7.066666666666667,1.2,1.4,2.6,0.08533333333333333,-4.566666666666666,-0.16666666666666666,-4.733333333333333,-0.4,
Chuma Okeke,Auburn,2019,1,16,3,22,PF,142,47,3400,10.966666666666667,0.5,0.5950000000000001,0.13599999999999998,4.066666666666666,15.566666666666668,9.766666666666667,10.9,2.2,2.033333333333333,10.033333333333333,14.4,0.0,4.1,4.2,0.059,-1.9666666666666668,0.9333333333333332,-1.0666666666666667,1.0,
Cleanthony Early,Wichita State,2014,2,34,2,23,SF,56,9,801,5.300000000000001,0.40900000000000003,0.384,0.162,3.3499999999999996,14.600000000000001,8.95,7.4,1.35,1.5,16.1,17.25,-1.1,0.5,-0.6000000000000001,-0.0525,-5.45,-1.5,-6.9,-0.8,
Coby White,UNC,2019,1,7,3,19,PG,195,72,5505,12.166666666666666,0.5366666666666666,0.5086666666666667,0.15366666666666665,1.4666666666666668,12.666666666666666,7.0,17.766666666666666,1.0333333333333334,0.5,11.533333333333333,22.233333333333334,1.8,3.9,5.699999999999999,0.04833333333333334,-0.9666666666666667,-1.5,-2.466666666666667,-0.6000000000000001,ROY-5
Cody Martin,Nevada,2019,2,36,3,24,SF,171,24,3618,11.266666666666666,0.528,0.35233333333333333,0.26533333333333337,5.166666666666667,13.633333333333333,9.333333333333334,14.0,2.1999999999999997,1.3,14.466666666666667,12.733333333333334,2.8,3.2,6.0,0.07133333333333333,-2.3333333333333335,0.7999999999999999,-1.5333333333333332,0.7,
Cody Williams,Colorado,2024,1,10,2,20,SG,55,21,1108,5.1,0.495,0.477,0.1495,2.5,8.85,5.65,6.95,1.0,1.75,15.3,13.85,-1.2,0.1,-1.2,-0.031,-5.6,-1.35,-6.9,-1.5,
Cody Zeller,Indiana,2013,1,4,3,21,C,217,108,4677,14.433333333333332,0.54,0.009333333333333334,0.48866666666666664,8.266666666666667,19.533333333333335,13.833333333333334,9.200000000000001,1.4333333333333333,2.6,12.799999999999999,16.633333333333333,5.6,7.1000000000000005,12.7,0.12733333333333333,-2.0,1.0999999999999999,-0.9,1.4,
Colby Jones,Xavier,2023,2,34,3,21,SG,70,0,714,11.200000000000001,0.433,0.4523333333333333,0.14200000000000002,4.666666666666667,28.8,16.933333333333334,21.399999999999995,1.3999999999999997,1.5999999999999999,8.433333333333332,16.766666666666666,-0.1,0.6000000000000001,0.6,0.06233333333333333,-4.033333333333333,1.9333333333333333,-2.033333333333333,-0.2,
Cole Aldrich,Kansas,2010,1,11,3,22,C,89,0,703,11.933333333333332,0.564,0.0,0.2833333333333334,9.666666666666666,21.933333333333334,15.966666666666667,3.3666666666666667,1.633333333333333,4.966666666666666,22.866666666666664,11.833333333333334,0.4,1.0,1.4,0.104,-3.4666666666666663,1.4666666666666668,-1.9666666666666668,-0.1,
Cole Anthony,UNC,2020,1,15,3,20,PG,172,103,4884,13.866666666666667,0.5283333333333333,0.35966666666666663,0.26433333333333336,2.6666666666666665,16.400000000000002,9.466666666666667,25.333333333333332,1.1333333333333335,1.3333333333333333,13.566666666666668,23.633333333333336,1.1,4.3,5.300000000000001,0.051,-0.6,-0.5,-1.0666666666666667,1.3,
Collin Murray-Boyles,South Carolina,2025,1,9,1,20,PF,8,3,168,12.8,0.558,0.298,0.228,11.2,9.1,10.1,8.1,2.0,2.7,13.8,18.2,0.1,0.2,0.2,0.07,-1.2,-0.8,-2.0,0.0,
Collin Sexton,Alabama,2018,1,8,3,20,PG,207,197,6863,15.433333333333332,0.551,0.23966666666666667,0.26799999999999996,2.8000000000000003,7.5,5.066666666666666,17.666666666666668,1.2333333333333334,0.3,11.833333333333334,27.366666666666664,4.6,0.8,5.4,0.042,0.2333333333333334,-2.433333333333333,-2.2333333333333334,-0.7000000000000001,ROY-5
Cooper Flagg,Duke,2025,1,1,1,19,PG,10,10,325,10.7,0.495,0.287,0.202,3.2,17.6,10.5,14.5,1.7,1.5,14.1,21.2,-0.4,0.5,0.1,0.02,-4.0,0.1,-3.9,-0.2,
Corey Kispert,Gonzaga,2021,1,15,3,22,SF,231,103,5961,11.733333333333334,0.621,0.628,0.15633333333333332,2.1999999999999997,9.533333333333333,5.8999999999999995,7.7,0.8666666666666667,0.6666666666666666,8.933333333333332,16.099999999999998,6.2,2.0,8.2,0.06566666666666666,-0.3666666666666667,-1.6333333333333335,-1.9666666666666668,0.0,
Cory Jefferson,Baylor,2014,2,60,2,24,PF,58,1,581,12.95,0.46299999999999997,0.0675,0.29800000000000004,11.35,21.4,16.35,2.4,0.5,2.4000000000000004,4.75,19.55,0.2,0.6,0.9,0.07050000000000001,-2.4000000000000004,-2.3000000000000003,-4.7,-0.2,
Cory Joseph,Texas,2011,1,29,3,20,PG,125,29,1590,11.700000000000001,0.48666666666666664,0.18266666666666667,0.26533333333333337,3.3333333333333335,9.5,6.5,18.266666666666666,1.7666666666666666,0.8666666666666667,13.566666666666668,16.3,1.8,2.0,3.8,0.08733333333333333,-2.0,0.5,-1.5,0.7,
Craig Brackins,Iowa State,2010,1,21,2,23,PF,17,1,121,2.1999999999999997,0.2875,0.29300000000000004,0.0305,6.65,9.85,8.25,9.05,0.8,0.45,5.3,21.25,-0.30000000000000004,0.1,-0.2,-0.1095,-7.35,-3.4,-10.75,-0.30000000000000004,
D'Angelo Russell,Ohio State,2015,1,2,3,19,PG,191,143,5304,14.566666666666668,0.5113333333333333,0.4146666666666667,0.20366666666666666,2.2,12.299999999999999,7.1000000000000005,27.900000000000002,1.9333333333333333,0.7333333333333334,16.099999999999998,27.166666666666668,-0.8999999999999999,2.6,1.7000000000000002,0.016,0.26666666666666666,-1.7,-1.4333333333333333,0.8,ROY-9
D.J. Wilson,Michigan,2017,1,17,3,21,PF,107,4,1316,9.6,0.5373333333333333,0.4573333333333333,0.14933333333333335,4.1000000000000005,17.633333333333333,11.200000000000001,7.599999999999999,1.1333333333333335,1.4333333333333333,13.9,15.266666666666667,0.0,2.1,2.1,0.06433333333333334,-2.8333333333333335,0.06666666666666667,-2.733333333333333,-0.2,
DaRon Holmes,Dayton,2024,1,22,1,23,PF,2,0,4,24.4,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.212,10.2,1.1,11.3,0.0,
Dakari Johnson,Kentucky,2015,2,48,1,22,C,31,6,161,16.4,0.575,0.0,0.513,10.7,12.8,11.7,7.2,1.8,4.5,5.9,13.5,0.4,0.2,0.6,0.178,-1.2,0.9,-0.3,0.1,
Dalano Banton,Nebraska,2021,2,46,3,22,PG,149,12,2022,12.733333333333334,0.49066666666666664,0.3473333333333333,0.21433333333333335,4.666666666666667,14.733333333333334,9.433333333333332,19.5,1.9666666666666668,2.5333333333333337,14.299999999999999,22.266666666666666,-0.8,2.1,1.3,0.03933333333333333,-1.7666666666666666,0.13333333333333333,-1.6333333333333335,0.1,
Dalen Terry,Arizona,2022,1,18,3,20,SG,170,7,1882,11.299999999999999,0.527,0.41133333333333333,0.2743333333333333,5.1000000000000005,12.033333333333333,8.566666666666668,14.133333333333333,2.1999999999999997,2.1,13.166666666666666,15.566666666666668,0.4,1.8,2.4000000000000004,0.07233333333333333,-3.033333333333333,1.0,-2.033333333333333,-0.4,
Dalton Knecht,Tennessee,2024,1,17,2,23,SF,87,17,1665,10.5,0.5585,0.5800000000000001,0.134,2.55,11.1,7.0,5.65,0.9500000000000001,1.4,7.95,18.05,1.5999999999999999,1.1,2.7,0.046,-1.75,-1.7999999999999998,-3.5,0.0,
Damian Jones,Vanderbilt,2016,1,30,3,21,C,49,22,584,9.133333333333333,0.5676666666666667,0.0,0.4506666666666666,9.200000000000001,12.866666666666667,11.133333333333335,3.8666666666666667,0.8333333333333334,3.8333333333333335,17.333333333333332,12.799999999999999,0.9,0.7,1.6,0.074,-4.533333333333333,-0.6666666666666666,-5.233333333333333,0.0,
Damian Lillard,Weber State,2012,1,6,3,22,PG,246,246,9029,18.566666666666666,0.5579999999999999,0.4123333333333334,0.2896666666666667,1.5333333333333332,9.666666666666666,5.633333333333333,27.633333333333336,1.3333333333333333,0.5,12.866666666666667,25.366666666666664,20.2,5.8,26.0,0.13966666666666666,3.4,-0.7333333333333333,2.733333333333333,10.600000000000001,ROY-1
Damion James,Texas,2010,1,24,3,23,SF,34,16,573,8.1,0.4495,0.029,0.3075,4.699999999999999,19.4,11.9,5.449999999999999,2.1500000000000004,2.75,20.4,15.149999999999999,-0.7,0.6,-0.1,-0.013999999999999999,-5.0,0.65,-4.3,-0.30000000000000004,
Damyean Dotson,Oregon,2017,2,44,3,23,SG,165,42,3314,11.1,0.5283333333333333,0.49133333333333334,0.13233333333333333,1.6666666666666667,13.433333333333332,7.466666666666666,9.966666666666667,1.3333333333333333,0.43333333333333335,8.066666666666666,17.033333333333335,1.6,1.6,3.0,0.049999999999999996,-1.4000000000000001,-0.6333333333333333,-2.1,-0.19999999999999998,
Daniel Gafford,Arkansas,2019,2,38,3,21,C,169,71,2844,20.066666666666666,0.6970000000000001,0.0006666666666666666,0.43333333333333335,11.333333333333334,15.966666666666669,13.666666666666666,5.933333333333334,1.1666666666666667,7.533333333333332,13.466666666666667,15.566666666666668,7.6000000000000005,3.7,11.4,0.18433333333333332,-0.36666666666666653,1.2,0.8333333333333334,2.2,
Daniel Hamilton,UConn,2016,2,56,2,22,SG,25,3,232,12.649999999999999,0.5,0.41900000000000004,0.05,2.5,20.0,11.0,29.35,1.6,0.2,17.85,17.799999999999997,-0.1,0.1,0.0,0.07250000000000001,-1.3,0.4,-0.8999999999999999,-0.1,
Daniel Orton,Kentucky,2010,1,29,3,21,PF,51,6,542,12.4,0.5273333333333333,0.011000000000000001,0.7083333333333334,11.233333333333334,15.366666666666667,13.133333333333333,6.166666666666667,1.8333333333333333,3.6999999999999997,16.099999999999998,13.866666666666665,0.30000000000000004,0.6,1.1,0.10433333333333333,-3.6333333333333333,0.3,-3.3666666666666667,-0.1,
Daniel Oturu,Minnesota,2020,2,33,2,21,C,33,0,188,12.95,0.51,0.1315,0.532,9.45,17.65,13.4,4.25,0.6,5.55,6.8,15.6,0.0,0.2,0.4,0.101,-3.4,-1.8,-5.2,-0.1,
Danny Wolf,Michigan,2025,1,27,1,21,PF,1,0,4,8.7,0.0,0.0,0.0,0.0,30.9,14.1,62.1,0.0,0.0,0.0,10.4,0.0,0.0,0.0,-0.046,0.8,4.2,5.0,0.0,
Darington Hobson,New Mexico,2010,2,37,1,24,SG,5,0,39,-3.3,0.154,0.462,0.0,0.0,8.7,4.2,20.9,0.0,0.0,13.3,16.9,-0.2,0.0,-0.2,-0.225,-8.4,-4.5,-13.0,-0.1,
Dariq Whitehead,Duke,2023,1,22,2,19,SF,22,0,270,7.15,0.4175,0.6855,0.226,0.9,15.45,7.9,11.7,0.6,2.1,6.65,15.350000000000001,-0.1,0.1,0.1,-0.009999999999999998,-3.5,-2.3,-5.800000000000001,-0.1,
Darius Garland,Vanderbilt,2019,1,5,3,20,SG,181,177,6044,13.9,0.5403333333333333,0.38066666666666665,0.15766666666666665,1.5999999999999999,6.733333333333333,4.166666666666667,29.766666666666666,1.5666666666666667,0.26666666666666666,16.433333333333334,24.46666666666667,2.8,3.4,6.199999999999999,0.04133333333333333,0.23333333333333325,-1.9000000000000001,-1.6666666666666667,0.9999999999999998,AS
Darius Johnson-Odom,Marquette,2012,2,55,2,23,SG,7,0,21,-14.85,0.0,0.3395,0.143,9.45,34.35,21.950000000000003,15.1,1.6,0.0,10.1,28.799999999999997,-0.30000000000000004,0.0,-0.30000000000000004,-0.55,-19.0,-5.2,-24.15,-0.1,
Darius Miller,Kentucky,2012,2,46,3,22,SF,102,10,1460,3.4000000000000004,0.4073333333333333,0.37533333333333335,0.09700000000000002,0.9,7.266666666666667,4.066666666666667,8.033333333333333,1.4000000000000001,0.7999999999999999,13.466666666666669,10.1,0.7,0.5,1.2,-0.011000000000000001,-5.433333333333334,-0.16666666666666663,-5.6000000000000005,-0.30000000000000004,
Darius Morris,Michigan,2011,2,41,3,21,PG,94,17,1165,7.5,0.49099999999999994,0.3203333333333333,0.22733333333333336,2.6333333333333333,6.933333333333334,4.833333333333333,19.133333333333336,1.4333333333333336,0.06666666666666667,22.46666666666667,17.46666666666667,-0.4,0.6,0.0,-0.007666666666666666,-4.233333333333333,-1.2666666666666666,-5.5,-0.8,
Darrun Hilliard,Villanova,2015,2,38,3,22,SG,91,3,859,6.666666666666667,0.444,0.35433333333333333,0.29833333333333334,0.6666666666666666,9.766666666666666,5.066666666666666,12.833333333333334,1.2666666666666666,0.20000000000000004,14.466666666666669,16.900000000000002,-0.5,0.8,0.3,0.008000000000000002,-4.933333333333334,-0.5,-5.466666666666666,-0.5,
David Johnson,Louisville,2021,2,47,1,20,SG,2,0,2,-20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,-0.495,-19.0,-8.7,-27.7,0.0,
David Roddy,Colorado State,2022,1,23,3,21,PF,168,20,2845,9.799999999999999,0.5213333333333333,0.46466666666666673,0.17633333333333334,4.133333333333334,15.566666666666668,9.700000000000001,9.299999999999999,1.2666666666666668,1.4333333333333333,12.233333333333334,16.933333333333334,-1.1,2.8,1.7000000000000002,0.036333333333333336,-2.9333333333333336,-0.5333333333333333,-3.466666666666667,-1.4,
Davion Mitchell,Baylor,2021,1,9,3,23,PG,227,32,4624,9.833333333333334,0.5296666666666666,0.4543333333333333,0.103,1.6333333333333335,7.3,4.433333333333334,18.333333333333332,1.1666666666666667,0.7000000000000001,11.933333333333332,16.533333333333335,1.0,2.0,2.9000000000000004,0.037333333333333336,-2.3000000000000003,-1.0333333333333334,-3.3333333333333335,-1.6,
Davon Reed,Miami (FL),2017,2,32,3,22,SG,79,6,957,8.366666666666667,0.504,0.45566666666666666,0.08366666666666667,2.6999999999999997,13.666666666666666,8.233333333333333,8.933333333333332,1.5999999999999999,0.6333333333333333,9.133333333333333,13.4,0.4,0.8999999999999999,1.4000000000000001,0.04033333333333334,-3.233333333333333,-0.8333333333333335,-4.066666666666667,0.0,
Day'Ron Sharpe,UNC,2021,1,29,3,20,PF,141,12,1864,19.5,0.59,0.054,0.3383333333333334,20.8,23.133333333333336,21.933333333333334,10.133333333333333,1.2666666666666666,4.233333333333333,16.53333333333333,20.133333333333333,3.2,2.6,5.7,0.14766666666666667,-0.8333333333333334,-0.9,-1.7,0.4,
De'Aaron Fox,Kentucky,2017,1,5,3,20,PG,205,191,6206,16.633333333333336,0.5266666666666667,0.21,0.3476666666666666,1.9666666666666668,10.733333333333334,6.233333333333333,31.03333333333333,2.1,1.3,15.166666666666666,25.900000000000002,4.1000000000000005,4.9,9.0,0.06999999999999999,0.2999999999999999,-0.6,-0.30000000000000004,2.8,
De'Andre Hunter,Virginia,2019,1,4,3,22,SF,139,133,4273,11.633333333333333,0.557,0.389,0.28099999999999997,2.3,12.733333333333334,7.533333333333334,7.933333333333333,1.1666666666666667,1.1666666666666667,10.299999999999999,19.2,1.2,1.7999999999999998,2.9000000000000004,0.053,-1.5666666666666664,-0.9,-2.466666666666667,-1.7,
