Player,DraftStatus,DraftYear,DraftRound,DraftPick,Rk,Season,SeasonNum,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
Al Horford,Undrafted,,,,1813,2022,13,36,BOS,C,63,63,1922,13.8,0.631,0.678,0.044,4.2,17.7,11.1,13.2,0.8,2.7,7.0,11.9,3.6,2.7,6.3,0.157,1.6,1.7,3.3,2.5,
Al Horford,Undrafted,,,,1370,2023,14,37,BOS,C,65,33,1740,15.0,0.65,0.616,0.072,5.3,19.7,12.8,12.3,1.1,3.1,10.0,12.0,3.5,2.7,6.2,0.172,1.7,2.0,3.6,2.5,
Al Horford,Undrafted,,,,806,2024,15,38,BOS,C,60,42,1659,12.9,0.563,0.681,0.082,5.2,18.9,12.1,10.4,1.1,2.8,8.8,13.8,2.0,2.4,4.4,0.129,0.1,1.1,1.2,1.3,
Al Horford,Undrafted,,,,246,2025,16,39,GSW,C,6,0,132,3.4,0.365,0.649,0.0,5.1,18.7,11.8,8.1,1.5,2.1,19.6,14.9,-0.3,0.1,-0.2,-0.073,-7.2,-0.8,-8.1,-0.2,
Al Jefferson,Undrafted,,,,7991,2010,1,26,UTA,C,82,82,2940,20.1,0.528,0.0,0.219,9.6,23.2,16.3,9.2,0.8,4.2,6.8,24.2,5.1,2.7,7.8,0.128,1.6,-1.0,0.6,1.9,
Al Jefferson,Undrafted,,,,7521,2011,2,27,UTA,C,61,61,2075,22.8,0.52,0.004,0.169,7.3,25.3,16.2,12.1,1.2,3.9,5.2,25.7,4.9,2.5,7.5,0.173,3.5,0.2,3.7,3.0,
Al Jefferson,Undrafted,,,,7031,2012,3,28,UTA,C,78,78,2578,20.9,0.522,0.014,0.176,7.0,25.9,16.3,12.0,1.6,2.7,7.3,25.3,4.3,3.3,7.7,0.143,2.2,0.1,2.4,2.8,
Al Jefferson,Undrafted,,,,6564,2013,4,29,CHA,C,73,73,2553,22.7,0.532,0.011,0.201,6.9,28.3,17.5,12.8,1.4,2.4,7.6,29.3,3.1,4.7,7.8,0.146,2.2,0.5,2.7,3.0,"MVP-8,NBA3"
Al Jefferson,Undrafted,,,,6078,2014,5,30,CHO,C,65,61,1992,19.7,0.5,0.005,0.163,5.3,25.5,15.1,11.6,1.2,3.3,5.9,26.3,1.3,3.4,4.7,0.113,0.9,0.7,1.6,1.8,
Al Jefferson,Undrafted,,,,5588,2015,6,31,CHO,C,47,18,1096,18.2,0.507,0.0,0.22,5.6,24.6,15.0,11.8,1.4,3.0,5.8,24.2,1.0,1.8,2.8,0.122,-0.9,0.4,-0.5,0.4,
Al Jefferson,Undrafted,,,,5101,2016,7,32,IND,C,66,1,931,18.9,0.526,0.002,0.18,9.2,24.2,16.8,11.0,1.0,1.5,6.1,26.1,1.2,1.1,2.3,0.119,-0.3,-1.1,-1.4,0.1,
Al Jefferson,Undrafted,,,,4590,2017,8,33,IND,C,36,1,484,20.2,0.563,0.014,0.173,7.0,26.2,16.7,10.0,1.7,4.2,8.6,22.6,0.8,0.8,1.6,0.158,0.6,1.5,2.0,0.5,
Al Thornton,Undrafted,,,,8161,2010,1,27,2TM,PF,71,23,1383,11.7,0.531,0.06,0.329,4.5,13.4,8.8,7.2,1.3,0.7,11.5,17.8,1.0,0.6,1.6,0.054,-2.4,-1.0,-3.3,-0.4,
Al-Farouq Aminu,Drafted,2010.0,1,8,7773,2010,1,20,LAC,SF,81,14,1452,9.6,0.499,0.352,0.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,-0.8,1.4,0.7,0.022,-2.7,-0.1,-2.8,-0.3,
Al-Farouq Aminu,Drafted,2010.0,1,8,7295,2011,2,21,NOH,SF,66,21,1477,10.6,0.481,0.129,0.312,7.8,16.9,12.4,7.2,2.2,1.9,18.0,16.2,-0.4,1.8,1.4,0.044,-2.9,0.7,-2.2,-0.1,
Al-Farouq Aminu,Drafted,2010.0,1,8,6825,2012,3,22,NOH,SF,76,71,2066,13.7,0.519,0.04,0.289,7.9,26.2,16.9,7.8,2.4,2.1,17.8,14.6,0.7,2.4,3.1,0.073,-1.3,1.2,-0.1,1.0,
Al-Farouq Aminu,Drafted,2010.0,1,8,6344,2013,4,23,NOP,SF,80,65,2045,13.2,0.516,0.097,0.277,7.2,21.2,14.1,8.4,2.1,1.6,13.7,14.3,1.3,1.8,3.1,0.072,-0.9,0.3,-0.6,0.7,
Al-Farouq Aminu,Drafted,2010.0,1,8,5853,2014,5,24,DAL,SF,74,3,1366,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2.0,3.3,0.115,-0.7,1.5,0.7,1.0,
Al-Farouq Aminu,Drafted,2010.0,1,8,5376,2015,6,25,POR,SF,82,82,2341,12.7,0.533,0.485,0.217,4.5,18.6,11.5,8.8,1.5,1.8,13.2,16.9,1.7,2.3,4.0,0.082,-0.2,0.2,0.1,1.2,
Al-Farouq Aminu,Drafted,2010.0,1,8,4889,2016,7,26,POR,PF,61,25,1773,11.3,0.506,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2.0,15.2,15.4,-0.1,2.0,1.9,0.051,-1.4,0.4,-1.1,0.4,
Al-Farouq Aminu,Drafted,2010.0,1,8,4350,2017,8,27,POR,PF,69,67,2072,12.0,0.522,0.582,0.137,5.2,22.3,13.8,5.8,1.9,1.6,11.3,14.8,0.9,3.2,4.2,0.097,-0.7,1.1,0.4,1.3,
Al-Farouq Aminu,Drafted,2010.0,1,8,3822,2018,9,28,POR,PF,81,81,2292,13.2,0.568,0.472,0.292,5.3,22.6,14.2,6.0,1.4,1.2,9.7,13.7,3.0,2.8,5.8,0.121,0.1,0.6,0.7,1.5,
Al-Farouq Aminu,Drafted,2010.0,1,8,3289,2019,10,29,ORL,PF,18,2,380,7.6,0.395,0.419,0.337,6.6,18.4,12.3,7.4,2.3,1.9,14.7,13.2,-0.4,0.5,0.1,0.014,-4.4,1.4,-3.0,-0.1,
Al-Farouq Aminu,Drafted,2010.0,1,8,2750,2020,11,30,2TM,PF,23,14,434,8.9,0.469,0.374,0.222,5.1,21.9,13.3,10.1,2.1,1.9,20.5,13.6,-0.4,0.5,0.1,0.01,-4.9,1.1,-3.8,-0.2,
Alan Anderson,Undrafted,,,,7298,2011,1,29,TOR,SF,17,12,461,8.7,0.519,0.43,0.239,2.1,6.5,4.3,9.5,0.6,0.5,13.7,18.6,0.1,0.2,0.3,0.032,-1.7,-1.3,-3.0,-0.1,
Alan Anderson,Undrafted,,,,6828,2012,2,30,TOR,SF,65,2,1495,12.6,0.509,0.463,0.239,2.7,9.2,5.9,11.7,1.7,0.4,10.5,23.6,0.8,0.8,1.6,0.052,-0.5,-1.3,-1.8,0.1,
Alan Anderson,Undrafted,,,,6347,2013,3,31,BRK,SF,78,26,1773,9.5,0.525,0.511,0.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,0.8,0.9,1.7,0.047,-1.8,-1.0,-2.8,-0.4,
Alan Anderson,Undrafted,,,,5856,2014,4,32,BRK,SG,74,19,1744,10.6,0.563,0.477,0.23,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,1.7,1.1,2.7,0.075,-1.7,0.2,-1.5,0.2,
Alan Anderson,Undrafted,,,,5379,2015,5,33,WAS,SG,13,0,192,9.2,0.495,0.627,0.254,0.6,15.5,7.9,10.3,1.0,0.4,3.0,15.4,0.2,0.2,0.3,0.078,-2.4,0.1,-2.3,0.0,
Alan Anderson,Undrafted,,,,4891,2016,6,34,LAC,SF,30,0,308,5.0,0.494,0.55,0.2,1.1,7.4,4.4,4.9,0.5,0.0,7.4,13.7,0.0,0.1,0.1,0.02,-4.2,-1.9,-6.1,-0.3,
Alan Williams,Undrafted,,,,5822,2015,1,23,PHO,PF,10,0,68,21.1,0.481,0.0,0.583,21.9,39.2,30.3,11.7,2.9,6.0,16.6,22.6,0.1,0.2,0.2,0.146,-2.0,1.8,-0.2,0.0,
Alan Williams,Undrafted,,,,5343,2016,2,24,PHO,C,47,0,708,19.5,0.547,0.004,0.419,14.0,31.2,22.4,5.2,1.8,3.7,10.5,20.9,1.1,0.9,2.1,0.142,-0.8,-0.6,-1.3,0.1,
Alan Williams,Undrafted,,,,4863,2017,3,25,PHO,PF,5,0,70,9.3,0.455,0.0,0.5,4.5,29.5,16.8,16.3,3.4,1.2,24.2,17.5,-0.1,0.1,0.0,-0.004,-7.3,2.3,-5.0,-0.1,
Alan Williams,Undrafted,,,,4329,2018,4,26,BRK,PF,5,0,26,32.9,0.61,0.077,0.308,16.2,60.3,38.4,22.3,1.8,0.0,6.3,25.5,0.1,0.1,0.2,0.312,7.6,4.2,11.8,0.1,
Alec Burks,Drafted,2011.0,1,12,7354,2011,1,20,UTA,SG,59,0,939,14.0,0.506,0.126,0.401,6.9,9.3,8.1,9.5,1.5,0.4,10.8,22.5,1.1,0.4,1.5,0.076,-0.6,-1.4,-2.0,0.0,
Alec Burks,Drafted,2011.0,1,12,6881,2012,2,21,UTA,SG,64,0,1137,11.5,0.507,0.237,0.332,3.8,11.2,7.5,13.0,1.6,0.9,14.3,20.7,0.3,0.7,1.0,0.044,-1.9,-0.7,-2.6,-0.2,
Alec Burks,Drafted,2011.0,1,12,6406,2013,3,22,UTA,SG,78,12,2193,15.8,0.547,0.172,0.449,3.0,10.7,6.8,16.9,1.7,0.5,13.0,23.9,2.6,0.6,3.2,0.07,0.2,-1.0,-0.8,0.7,
Alec Burks,Drafted,2011.0,1,12,5913,2014,4,23,UTA,SG,27,27,899,13.0,0.524,0.227,0.43,2.5,12.1,7.3,15.2,1.0,0.4,12.7,20.8,1.1,0.6,1.7,0.089,-0.5,-1.2,-1.7,0.1,
Alec Burks,Drafted,2011.0,1,12,5435,2015,5,24,UTA,SG,31,3,797,14.3,0.52,0.237,0.422,2.4,13.6,8.0,13.9,1.2,0.4,11.4,25.9,0.7,0.8,1.5,0.09,0.2,-0.6,-0.4,0.3,
Alec Burks,Drafted,2011.0,1,12,4944,2016,6,25,UTA,SG,42,0,653,11.6,0.501,0.306,0.315,3.1,17.7,10.6,7.5,1.4,0.6,11.0,22.7,-0.1,0.9,0.8,0.056,-2.2,0.0,-2.3,0.0,
Alec Burks,Drafted,2011.0,1,12,4417,2017,7,26,UTA,SG,64,1,1059,13.1,0.527,0.343,0.3,2.1,18.4,10.3,10.0,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-1.3,0.4,-0.9,0.3,
Alec Burks,Drafted,2011.0,1,12,3891,2018,8,27,3TM,SG,64,24,1375,12.7,0.523,0.354,0.297,2.3,17.0,9.4,13.7,1.4,1.3,10.8,19.0,0.7,0.8,1.5,0.052,-0.6,-0.7,-1.2,0.3,
Alec Burks,Drafted,2011.0,1,12,3360,2019,9,28,2TM,SF,66,19,1754,16.7,0.561,0.392,0.345,2.9,14.9,8.7,17.2,1.7,0.9,9.3,23.8,2.5,1.2,3.7,0.101,1.2,-0.7,0.5,1.1,
Alec Burks,Drafted,2011.0,1,12,2823,2020,10,29,NYK,SG,49,5,1255,14.8,0.564,0.492,0.236,1.8,17.6,9.8,13.2,1.2,1.1,8.2,21.3,1.5,1.8,3.3,0.126,0.9,0.6,1.5,1.1,
Alec Burks,Drafted,2011.0,1,12,2719,2021,11,30,NYK,SG,81,44,2318,13.7,0.559,0.534,0.363,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,3.2,2.9,6.1,0.126,-0.4,1.2,0.8,1.7,
Alec Burks,Drafted,2011.0,1,12,1668,2022,12,31,DET,SG,51,8,1122,16.5,0.602,0.521,0.41,1.8,14.2,7.8,15.9,1.6,0.6,9.7,22.8,1.9,0.6,2.5,0.109,1.8,-0.5,1.2,0.9,
Alec Burks,Drafted,2011.0,1,12,1517,2023,13,32,2TM,SG,66,1,1212,12.9,0.536,0.58,0.293,2.2,11.8,6.9,10.7,1.1,0.9,7.0,24.4,0.7,0.7,1.4,0.054,-0.3,-2.0,-2.3,-0.1,
Alec Burks,Drafted,2011.0,1,12,1019,2024,14,33,MIA,SG,49,14,863,12.8,0.608,0.764,0.181,1.9,13.8,7.9,9.1,1.6,0.8,9.0,16.5,0.9,0.9,1.8,0.1,0.0,0.3,0.3,0.5,
Alec Peters,Drafted,2017.0,2,54,4742,2017,1,22,PHO,PF,20,0,225,10.7,0.523,0.784,0.135,3.7,14.0,8.8,7.9,0.4,0.7,4.9,15.5,0.2,0.0,0.3,0.055,-0.5,-2.3,-2.8,0.0,
Aleem Ford,Undrafted,,,,2569,2021,1,24,ORL,SF,5,0,74,0.5,0.35,0.75,0.0,2.8,18.6,10.7,3.8,0.7,0.0,16.7,14.0,-0.2,0.1,-0.2,-0.103,-9.1,-2.2,-11.4,-0.2,
Aleksej Pokusevski,Drafted,2020.0,1,17,3146,2020,1,19,OKC,PF,45,28,1090,6.1,0.43,0.507,0.103,2.8,17.6,10.1,13.1,0.9,3.4,18.8,20.5,-2.9,1.0,-1.9,-0.084,-5.1,-1.0,-6.1,-1.1,
Aleksej Pokusevski,Drafted,2020.0,1,17,2293,2021,2,20,OKC,PF,61,12,1233,12.0,0.485,0.432,0.11,6.0,20.8,13.3,16.5,1.5,2.9,16.4,20.0,-1.1,1.5,0.4,0.014,-2.7,0.1,-2.6,-0.2,
Aleksej Pokusevski,Drafted,2020.0,1,17,1983,2022,3,21,OKC,PF,34,25,701,13.4,0.522,0.418,0.141,6.8,17.8,12.2,12.4,1.4,5.7,14.0,18.3,0.0,1.0,1.0,0.066,-1.0,1.0,0.0,0.3,
Aleksej Pokusevski,Drafted,2020.0,1,17,1195,2023,4,22,2TM,PF,28,0,405,12.7,0.525,0.455,0.339,4.6,20.4,12.3,12.0,1.8,3.0,12.0,17.2,0.0,0.4,0.4,0.05,-1.8,-0.1,-1.9,0.0,
Alen Smailagić,Drafted,2019.0,2,39,3733,2019,1,19,GSW,C,14,0,139,14.5,0.61,0.325,0.475,7.5,13.7,10.5,14.3,1.0,2.6,18.5,18.2,0.2,0.1,0.2,0.081,-1.5,-0.7,-2.2,0.0,
Alen Smailagić,Drafted,2019.0,2,39,3200,2020,2,20,GSW,PF,15,1,84,8.9,0.472,0.37,0.222,7.7,12.5,10.1,6.5,1.7,5.2,14.4,17.6,-0.1,0.1,0.0,0.015,-4.9,-0.4,-5.3,-0.1,
Alex Caruso,Undrafted,,,,4428,2017,1,23,LAL,PG,37,7,562,8.7,0.519,0.371,0.259,2.9,9.4,6.2,17.8,2.0,1.4,24.5,12.9,-0.1,0.6,0.5,0.041,-3.8,0.9,-2.9,-0.1,
Alex Caruso,Undrafted,,,,3904,2018,2,24,LAL,PG,25,4,531,13.9,0.569,0.289,0.37,4.0,9.0,6.5,19.7,2.1,1.4,17.3,19.0,0.5,0.6,1.0,0.093,-1.0,0.7,-0.2,0.2,
Alex Caruso,Undrafted,,,,3373,2019,3,25,LAL,PG,64,2,1175,10.8,0.525,0.412,0.323,1.6,9.8,5.7,13.6,2.8,1.4,13.8,13.8,0.5,1.8,2.3,0.095,-2.6,2.4,-0.2,0.5,
Alex Caruso,Undrafted,,,,2836,2020,4,26,LAL,PG,58,6,1216,11.1,0.547,0.449,0.249,2.9,12.8,7.9,18.1,2.6,1.1,18.3,14.8,0.3,2.1,2.4,0.095,-2.5,2.5,0.0,0.6,
Alex Caruso,Undrafted,,,,2731,2021,5,27,CHI,SG,41,18,1147,11.7,0.528,0.492,0.285,3.3,11.2,7.3,18.5,3.0,1.1,16.5,13.3,0.7,1.2,2.0,0.082,-2.2,2.3,0.2,0.6,
Alex Caruso,Undrafted,,,,1682,2022,6,28,CHI,PG,67,36,1575,11.5,0.588,0.528,0.255,3.1,10.9,7.1,15.4,3.0,2.8,19.5,11.1,1.0,2.6,3.6,0.109,-2.2,3.3,1.1,1.2,"DPOY-11,DEF1"
Alex Caruso,Undrafted,,,,1507,2023,7,29,CHI,SG,71,57,2040,14.5,0.613,0.616,0.177,3.3,11.8,7.5,16.4,2.9,3.5,14.9,14.7,2.3,2.6,4.9,0.115,0.2,2.3,2.5,2.3,"DPOY-10,DEF2"
Alex Caruso,Undrafted,,,,943,2024,8,30,OKC,SG,54,3,1041,15.9,0.568,0.541,0.162,4.0,12.2,8.2,16.6,4.0,2.9,9.9,15.2,1.6,2.3,3.9,0.18,0.1,3.9,4.0,1.6,6MOY-8
Alex Caruso,Undrafted,,,,250,2025,9,31,OKC,SG,6,0,128,12.6,0.503,0.697,0.121,0.9,8.1,4.6,15.9,4.2,2.4,7.9,12.8,0.1,0.3,0.4,0.139,-2.1,3.3,1.2,0.1,
Alex Ducas,Undrafted,,,,888,2024,1,24,OKC,SG,21,0,125,10.1,0.583,0.7,0.067,7.9,14.3,11.2,4.8,1.9,0.0,11.5,11.8,0.1,0.2,0.3,0.125,-2.1,0.1,-2.0,0.0,
Alex Fudge,Undrafted,,,,1440,2023,1,20,2TM,SF,6,0,40,9.8,0.472,0.333,0.133,11.3,2.7,6.9,0.0,3.6,0.0,11.2,19.2,0.0,0.0,0.0,-0.007,-3.7,-1.5,-5.2,0.0,
Alex Kirk,Undrafted,,,,6105,2014,1,23,CLE,C,5,0,14,8.5,0.41,0.0,0.5,8.3,0.0,4.1,10.1,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.061,-2.5,-3.5,-6.0,0.0,
Alex Len,Drafted,2013.0,1,5,6600,2013,1,20,PHO,C,42,3,362,7.3,0.469,0.0,0.397,12.1,18.6,15.3,1.6,0.6,3.8,22.1,14.3,-0.2,0.4,0.2,0.024,-5.9,-0.7,-6.6,-0.4,
Alex Len,Drafted,2013.0,1,5,6120,2014,2,21,PHO,C,69,44,1518,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-2.8,1.0,-1.8,0.1,
Alex Len,Drafted,2013.0,1,5,5627,2015,3,22,PHO,C,78,46,1821,12.4,0.482,0.011,0.383,10.4,25.4,17.7,8.5,1.0,2.8,16.6,20.4,-0.5,1.8,1.3,0.035,-3.5,-0.8,-4.3,-1.0,
Alex Len,Drafted,2013.0,1,5,5139,2016,4,23,PHO,C,77,34,1560,15.0,0.553,0.026,0.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,1.2,1.7,3.0,0.091,-2.4,0.1,-2.3,-0.1,
Alex Len,Drafted,2013.0,1,5,4631,2017,5,24,PHO,C,69,13,1395,19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14.0,17.0,3.2,1.3,4.5,0.154,0.6,-0.3,0.3,0.8,
Alex Len,Drafted,2013.0,1,5,4109,2018,6,25,ATL,C,77,31,1544,17.2,0.575,0.315,0.333,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,2.2,1.0,3.2,0.1,0.0,-1.3,-1.2,0.3,
Alex Len,Drafted,2013.0,1,5,3573,2019,7,26,2TM,C,55,12,970,17.7,0.6,0.185,0.329,11.1,25.2,18.0,7.9,1.1,4.3,13.1,18.1,1.5,1.0,2.5,0.122,-0.5,-0.3,-0.7,0.3,
Alex Len,Drafted,2013.0,1,5,3032,2020,8,27,2TM,C,64,42,979,16.4,0.643,0.09,0.417,8.5,19.7,14.1,7.0,0.9,5.6,14.3,16.3,1.5,1.3,2.7,0.133,-1.2,1.0,-0.1,0.5,
Alex Len,Drafted,2013.0,1,5,2413,2021,9,28,SAC,C,39,10,620,13.1,0.577,0.119,0.358,9.0,19.3,14.1,10.6,1.0,3.5,17.4,17.1,0.4,0.5,0.9,0.07,-3.2,0.3,-2.9,-0.1,
Alex Len,Drafted,2013.0,1,5,1883,2022,10,29,SAC,C,26,2,161,12.8,0.58,0.067,0.533,17.2,25.4,21.3,9.3,1.2,6.0,30.2,14.1,0.1,0.2,0.3,0.085,-4.9,0.9,-4.0,-0.1,
Alex Len,Drafted,2013.0,1,5,1305,2023,11,30,SAC,C,48,0,444,14.7,0.625,0.037,0.42,11.3,21.2,16.1,14.4,1.2,6.8,22.0,11.8,0.6,0.7,1.3,0.138,-2.7,2.9,0.2,0.2,
Alex Len,Drafted,2013.0,1,5,729,2024,12,31,2TM,C,46,7,380,10.6,0.525,0.143,0.27,11.3,16.7,14.0,12.6,1.2,5.4,22.1,10.3,0.2,0.4,0.7,0.083,-3.9,1.2,-2.6,-0.1,
Alex Poythress,Undrafted,,,,5245,2016,1,23,PHI,PF,6,1,157,13.2,0.548,0.352,0.185,7.7,12.7,10.2,5.1,0.9,1.0,4.9,16.9,0.2,0.1,0.3,0.099,-0.8,-2.1,-2.9,0.0,
Alex Poythress,Undrafted,,,,4753,2017,2,24,IND,PF,25,0,104,7.8,0.5,0.423,0.0,7.7,10.8,9.2,2.6,1.4,0.9,7.1,12.0,0.1,0.1,0.1,0.066,-3.8,-1.3,-5.1,-0.1,
Alex Poythress,Undrafted,,,,4221,2018,3,25,ATL,PF,21,1,305,12.2,0.571,0.284,0.358,9.8,16.6,13.1,7.7,0.6,2.8,12.2,14.2,0.4,0.2,0.5,0.086,-2.5,-1.0,-3.5,-0.1,
Alex Reese,Undrafted,,,,600,2024,1,25,2TM,PF,15,0,216,14.0,0.641,0.759,0.222,4.5,20.8,12.3,2.6,2.3,4.5,9.2,13.2,0.3,0.2,0.5,0.109,-0.9,-0.3,-1.2,0.0,
Alex Sarr,Drafted,2024.0,1,2,576,2024,1,19,WAS,C,67,67,1814,12.9,0.482,0.412,0.199,7.1,17.9,12.5,13.9,1.2,5.0,11.2,23.5,-1.6,1.3,-0.3,-0.007,-2.2,-1.0,-3.3,-0.6,ROY-4
Alex Sarr,Drafted,2024.0,1,2,56,2025,2,20,WAS,C,10,10,284,23.0,0.589,0.199,0.226,8.6,19.1,13.8,24.4,1.3,7.5,13.9,26.9,0.3,0.2,0.5,0.088,3.5,0.6,4.1,0.4,
Alex Stepheson,Undrafted,,,,5776,2015,1,28,2TM,PF,8,0,73,14.8,0.341,0.0,0.444,28.5,14.5,21.8,4.3,0.7,6.0,0.0,19.8,0.0,0.1,0.1,0.068,-0.5,-2.0,-2.4,0.0,
Alexey Shved,Undrafted,,,,7194,2012,1,24,MIN,SG,77,16,1840,11.0,0.474,0.454,0.236,2.5,8.6,5.4,25.2,1.5,1.1,17.3,20.6,-0.6,1.4,0.8,0.02,-1.1,-0.6,-1.7,0.1,
Alexey Shved,Undrafted,,,,6726,2013,2,25,MIN,SG,63,0,664,10.2,0.452,0.43,0.38,3.4,10.1,6.6,14.9,1.9,1.8,14.8,20.8,-0.4,0.7,0.2,0.017,-1.8,-0.1,-1.9,0.0,
Alexey Shved,Undrafted,,,,6249,2014,3,26,3TM,SG,42,9,767,19.5,0.541,0.415,0.448,3.3,11.7,7.3,25.7,2.0,0.6,10.7,26.3,1.7,0.5,2.2,0.135,3.7,-0.8,2.9,0.9,
Alexis Ajinça,Undrafted,,,,7766,2010,1,22,2TM,C,34,2,340,12.2,0.507,0.256,0.135,5.9,21.5,13.6,4.8,1.7,4.2,11.3,21.1,0.0,0.4,0.4,0.052,-3.8,0.0,-3.8,-0.2,
Alexis Ajinça,Undrafted,,,,6338,2013,2,25,NOP,C,56,30,951,14.6,0.589,0.004,0.269,11.3,22.7,16.9,6.6,1.3,4.1,18.4,16.3,1.2,0.9,2.1,0.104,-2.7,0.1,-2.6,-0.1,
Alexis Ajinça,Undrafted,,,,5847,2014,3,26,NOP,C,68,8,957,19.9,0.595,0.0,0.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,1.9,1.2,3.2,0.159,-0.7,0.4,-0.3,0.4,
Alexis Ajinça,Undrafted,,,,5370,2015,4,27,NOP,C,59,17,861,13.8,0.514,0.003,0.197,9.3,25.9,17.3,5.8,1.1,3.4,13.6,20.4,0.2,0.9,1.0,0.058,-3.4,-0.6,-4.0,-0.4,
Alexis Ajinça,Undrafted,,,,4884,2016,5,28,NOP,C,39,15,584,12.9,0.529,0.022,0.225,8.3,23.8,16.0,3.1,1.7,3.1,13.7,17.2,0.0,0.9,1.0,0.08,-4.0,0.7,-3.3,-0.2,
Alfonzo McKinnie,Undrafted,,,,4669,2017,1,25,TOR,SF,14,0,53,10.1,0.643,0.6,0.2,2.2,12.4,7.4,2.7,0.9,1.5,15.5,16.0,0.0,0.1,0.1,0.084,-2.6,-0.4,-3.0,0.0,
Alfonzo McKinnie,Undrafted,,,,4148,2018,2,26,GSW,SF,72,5,1003,11.2,0.569,0.429,0.175,9.0,16.9,13.1,4.0,0.9,1.3,9.2,13.9,1.2,0.9,2.1,0.1,-2.2,-1.3,-3.5,-0.4,
Alfonzo McKinnie,Undrafted,,,,3609,2019,3,27,CLE,SF,40,1,593,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5,
Alfonzo McKinnie,Undrafted,,,,3076,2020,4,28,LAL,SF,39,0,258,15.5,0.604,0.419,0.194,9.6,13.9,11.8,3.6,1.3,0.0,4.7,17.8,0.5,0.3,0.8,0.156,0.3,-0.8,-0.4,0.1,
Alfonzo McKinnie,Undrafted,,,,2371,2021,5,29,CHI,SF,17,3,206,5.6,0.457,0.443,0.131,7.1,10.9,9.0,3.2,0.5,1.3,9.8,15.3,-0.2,0.1,-0.1,-0.015,-5.6,-3.4,-9.0,-0.4,
Alize Johnson,Drafted,2018.0,2,50,4072,2018,1,22,IND,PF,14,0,64,6.3,0.333,0.125,0.5,7.1,25.5,16.5,2.0,0.8,4.2,0.0,13.3,-0.1,0.1,0.0,0.027,-5.7,-2.0,-7.7,-0.1,
Alize Johnson,Drafted,2018.0,2,50,3535,2019,2,23,IND,PF,17,1,118,13.3,0.509,0.276,0.345,15.0,29.4,22.3,7.7,1.2,1.5,17.3,15.0,0.1,0.2,0.3,0.111,-1.8,0.2,-1.6,0.0,
Alize Johnson,Drafted,2018.0,2,50,2997,2020,3,24,BRK,PF,18,0,189,23.5,0.638,0.088,0.191,16.6,35.0,26.3,10.9,1.3,2.3,10.9,19.1,0.6,0.3,0.9,0.227,2.7,0.0,2.7,0.2,
Alize Johnson,Drafted,2018.0,2,50,2462,2021,4,25,3TM,PF,23,0,167,10.7,0.463,0.103,0.308,18.8,22.1,20.4,7.1,1.5,0.0,21.3,14.8,0.0,0.1,0.1,0.041,-3.6,-1.8,-5.5,-0.1,
Alize Johnson,Drafted,2018.0,2,50,1838,2022,5,26,SAS,PF,4,0,30,4.3,0.509,0.333,0.333,7.0,30.3,18.2,4.2,1.6,0.0,36.8,15.0,-0.1,0.0,-0.1,-0.099,-7.4,-1.7,-9.1,-0.1,
Allen Crabbe,Drafted,2013.0,2,31,6437,2013,1,21,POR,SG,15,0,100,7.7,0.475,0.424,0.121,1.1,8.5,4.8,8.7,1.0,0.7,7.9,16.5,0.0,0.1,0.1,0.037,-4.6,-1.4,-6.1,-0.1,
Allen Crabbe,Drafted,2013.0,2,31,5947,2014,2,22,POR,SG,51,9,683,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,0.5,0.8,1.3,0.088,-2.4,1.5,-0.8,0.2,
Allen Crabbe,Drafted,2013.0,2,31,5464,2015,3,23,POR,SG,81,8,2105,12.2,0.572,0.42,0.167,1.4,9.7,5.6,7.2,1.5,0.6,8.1,16.4,3.1,1.2,4.3,0.098,-0.9,-0.1,-1.0,0.5,6MOY-16
Allen Crabbe,Drafted,2013.0,2,31,4971,2016,4,24,POR,SG,79,7,2254,11.6,0.602,0.467,0.192,0.9,10.2,5.6,6.1,1.2,0.7,8.1,14.9,3.1,1.0,4.2,0.089,-0.7,-0.6,-1.3,0.4,
